City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
565,Portel,9,BR,1596087986,86,-1.94,-50.82,72.59,1.1
565,Souillac,40,MU,1596087986,73,-20.52,57.52,73.4,11.41
565,Sur,87,OM,1596087987,45,22.57,59.53,96.82,2.77
565,Fort Nelson,20,CA,1596087935,87,58.81,-122.7,59.0,2.24
565,La Ronge,20,CA,1596087987,73,55.1,-105.28,71.6,2.24
565,Touros,75,BR,1596087987,94,-5.2,-35.46,71.6,5.82
565,Maun,0,BW,1596087987,57,-19.98,23.42,50.0,6.93
565,Sarakhs,0,IR,1596087987,20,36.54,61.16,93.2,5.39
565,Nanortalik,57,GL,1596087987,92,60.14,-45.24,45.16,1.5
565,Mānsa,95,IN,1596087988,74,29.98,75.38,84.24,7.61
565,Port Hardy,20,CA,1596087988,82,50.7,-127.42,57.2,5.44
565,Wolgast,2,DE,1596087988,81,54.05,13.77,55.0,1.01
565,Bubaque,100,GW,1596087989,86,11.28,-15.83,78.55,16.4
565,Ukiah,1,US,1596087989,33,39.15,-123.21,77.0,2.1
565,Skibbereen,75,IE,1596087989,93,51.55,-9.27,59.0,11.41
565,Khuzdar,73,PK,1596087989,20,27.74,66.64,94.91,2.98
565,Mont-Dore,41,NC,1596087989,61,-22.28,166.58,80.6,10.29
565,Brae,75,GB,1596087990,93,60.4,-1.35,51.8,17.22
565,Santoña,5,ES,1596087991,93,43.44,-3.46,69.01,1.12
565,Puerto Madero,98,MX,1596087991,77,14.72,-92.42,80.64,4.36
565,Southbridge,9,US,1596087991,94,42.08,-72.03,71.01,2.53
565,San Martín,0,AR,1596087991,60,-33.08,-68.47,41.0,3.62
565,Sorong,56,ID,1596087991,76,-0.88,131.25,84.42,7.81
565,Jalu,2,LY,1596087991,42,29.03,21.55,81.95,5.7
565,Qui Nhon,50,VN,1596087882,60,13.77,109.23,88.93,9.01
565,Muscat,28,OM,1596087937,37,23.61,58.59,102.2,5.82
565,Kachīry,1,KZ,1596087992,39,53.07,76.1,68.4,9.69
565,Soyo,72,AO,1596087992,78,-6.13,12.37,72.46,10.65
565,Sulangan,89,PH,1596087992,71,11.14,123.72,85.1,9.17
565,Buchanan,75,LR,1596087992,100,5.88,-10.05,73.4,6.53
565,Marstal,75,DK,1596087992,87,54.86,10.52,57.2,10.29
565,Pacific Grove,18,US,1596087993,93,36.62,-121.92,59.0,1.01
565,Winnemucca,1,US,1596087993,13,40.97,-117.74,80.6,0.87
565,Boralday,20,KZ,1596087993,34,43.36,76.86,78.8,11.18
565,Lagoa,83,PT,1596087993,92,39.05,-27.98,73.83,26.06
565,Pacifica,90,US,1596087885,93,37.61,-122.49,60.01,4.7
565,Cândido Mendes,0,BR,1596087993,96,-1.45,-45.72,72.77,0.94
565,Buala,32,SB,1596087994,69,-8.14,159.59,85.14,1.9
565,Kousséri,20,CM,1596087994,78,12.08,15.03,75.2,19.46
565,Pathanāmthitta,57,IN,1596087828,68,9.27,76.78,85.03,4.18
565,Kununurra,0,AU,1596087994,12,-15.77,128.73,84.2,10.29
565,Harlingen,1,US,1596087994,88,26.19,-97.7,79.0,5.82
